Product_ID,Product_Name,Category,Price,Discount,Promotion,Sales_Volume,Season,Customer_Age,Customer_Gender,Store_Location,Marketing_Channel,Day_of_Week,Month,Stock_Availability,Competitor_Price,Customer_Loyalty
1012,Hat,Accessories,257.33,0.41,Buy1Get1,220,Fall,22,Male,City,In-Store,Thursday,May,Out of Stock,255.78,1
1013,Gloves,Accessories,59.02,0.08,20%Off,410,Winter,33,Female,City,Online,Saturday,October,Out of Stock,207.44,1
1014,Gloves,Accessories,227.86,0.11,Buy1Get1,460,Fall,34,Male,City,Email,Friday,August,Low Stock,210.48,0
1015,Shirt,Accessories,195.58,0.06,None,430,Winter,63,Female,City,Online,Monday,June,Low Stock,115.08,0
1016,Shirt,Accessories,290.89,0.21,Clearance,6,Fall,64,Male,Suburban,In-Store,Sunday,August,Low Stock,48.64,0
1017,Ball,Footwear,297.74,0.3,SeasonalSale,47,Summer,48,Male,Rural,Online,Sunday,April,Out of Stock,250.97,1
1018,Shoe,Apparel,88.85,0.23,None,320,Fall,31,Male,Rural,TV,Saturday,February,Low Stock,42.13,0
1019,Gloves,Accessories,11.74,0.4,None,292,Fall,28,Male,Rural,In-Store,Saturday,November,Low Stock,252.19,0
1020,Shorts,Accessories,78.61,0.16,Buy1Get1,468,Spring,60,Female,Suburban,TV,Saturday,November,Low Stock,63.57,0
1021,Hat,Footwear,31.1,0.41,None,74,Summer,25,Female,Suburban,In-Store,Sunday,October,In Stock,165.66,0
1022,Shoe,Apparel,10.21,0.1,Clearance,241,Summer,62,Female,Suburban,Email,Monday,December,Low Stock,18.58,0
1023,Hat,Accessories,180.15,0.03,20%Off,460,Winter,39,Male,Suburban,Email,Thursday,June,In Stock,30.21,1
1024,Shorts,Apparel,117.65,0.42,Clearance,415,Winter,51,Female,Rural,Social Media,Friday,May,In Stock,286.3,0
1025,Shorts,Footwear,130.61,0.38,None,354,Fall,56,Male,City,In-Store,Wednesday,November,Out of Stock,22.79,1
1026,Bag,Equipment,173.5,0.29,None,23,Spring,27,Male,City,Social Media,Monday,May,Low Stock,184.17,0
1027,Shoe,Accessories,149.31,0.11,SeasonalSale,424,Fall,38,Female,Suburban,Email,Wednesday,December,Out of Stock,195.45,1
1028,Bag,Footwear,227.79,0.43,SeasonalSale,47,Summer,32,Male,City,Online,Tuesday,November,Low Stock,67.76,0
1029,Gloves,Apparel,147.49,0.05,20%Off,397,Summer,44,Male,Rural,TV,Thursday,December,Out of Stock,261.43,1
1030,Shoe,Equipment,51.43,0.01,Clearance,112,Winter,31,Female,City,Social Media,Sunday,November,In Stock,212.35,1
1031,Bag,Footwear,95.51,0.11,20%Off,152,Winter,59,Female,Suburban,Social Media,Monday,June,Low Stock,259.87,0
1032,Shoe,Apparel,78.38,0.17,20%Off,156,Fall,57,Male,Rural,TV,Monday,May,In Stock,35.48,0
1033,Bag,Accessories,89.82,0.2,Clearance,195,Summer,58,Female,City,Social Media,Thursday,November,In Stock,128.47,1
1034,Hat,Accessories,207.08,0.47,Buy1Get1,47,Summer,37,Female,Rural,Online,Sunday,January,In Stock,239.88,0
1035,Hat,Footwear,63.2,0.01,Clearance,423,Summer,42,Female,City,In-Store,Thursday,August,In Stock,275.74,0
1036,Shorts,Equipment,124.07,0.32,Clearance,26,Spring,18,Male,Rural,Social Media,Tuesday,September,Low Stock,282.79,1
1037,Bag,Apparel,268.46,0.06,Buy1Get1,465,Fall,58,Male,Suburban,Online,Monday,August,Low Stock,134.17,1
1038,Gloves,Apparel,52.05,0.12,SeasonalSale,235,Fall,49,Male,City,In-Store,Saturday,August,Out of Stock,170.32,1
1039,Shoe,Equipment,274.23,0.23,Buy1Get1,219,Fall,48,Female,Rural,Email,Thursday,December,Out of Stock,257.78,1
1040,Ball,Equipment,216.96,0.08,20%Off,340,Summer,41,Male,Suburban,Social Media,Friday,December,Out of Stock,150.16,0
1041,Hat,Apparel,116.34,0.39,Clearance,347,Spring,45,Female,City,Email,Monday,October,In Stock,39.88,1
1042,Ball,Footwear,82.45,0.2,Clearance,61,Summer,57,Female,Suburban,In-Store,Saturday,May,Low Stock,268.72,1
1043,Hat,Accessories,106.7,0.44,Clearance,326,Summer,45,Female,Suburban,Social Media,Tuesday,January,In Stock,240.26,1
1044,Shorts,Accessories,106.72,0.1,SeasonalSale,316,Winter,56,Male,Rural,TV,Wednesday,March,In Stock,194.62,0
1045,Bag,Footwear,284.94,0.46,Buy1Get1,221,Spring,23,Male,Suburban,Email,Sunday,July,In Stock,58.0,1
1046,Gloves,Equipment,189.34,0.14,Clearance,448,Summer,43,Male,Suburban,Social Media,Saturday,September,In Stock,51.25,1
1047,Ball,Footwear,154.26,0.01,SeasonalSale,409,Summer,60,Female,City,In-Store,Saturday,December,In Stock,156.51,1
1048,Shirt,Footwear,87.79,0.27,20%Off,322,Winter,39,Female,Rural,Email,Wednesday,March,Low Stock,190.03,1
1049,Shirt,Equipment,260.06,0.27,Buy1Get1,53,Spring,40,Male,Suburban,In-Store,Friday,October,Low Stock,26.45,1
1050,Shoe,Accessories,207.31,0.43,20%Off,110,Spring,35,Female,Rural,Online,Friday,December,Low Stock,21.37,1
1051,Shoe,Equipment,201.34,0.28,Buy1Get1,66,Summer,48,Female,Suburban,TV,Saturday,January,Low Stock,268.6,0
1052,Shirt,Footwear,24.44,0.36,Clearance,374,Winter,20,Male,Suburban,In-Store,Tuesday,March,Out of Stock,21.63,0
1053,Shoe,Equipment,28.45,0.07,20%Off,112,Fall,59,Female,Suburban,Online,Wednesday,August,Low Stock,90.01,1
1054,Ball,Footwear,79.95,0.03,20%Off,277,Fall,36,Female,Rural,Email,Sunday,September,Low Stock,98.66,1
1055,Gloves,Footwear,55.91,0.01,SeasonalSale,116,Summer,54,Female,Rural,Social Media,Monday,November,In Stock,293.34,0
1056,Shirt,Equipment,73.53,0.41,None,62,Winter,31,Female,City,Social Media,Sunday,November,In Stock,292.85,0
1057,Shoe,Equipment,245.75,0.33,Buy1Get1,126,Summer,25,Female,Rural,In-Store,Sunday,May,In Stock,287.57,1
1058,Hat,Footwear,114.66,0.06,SeasonalSale,433,Fall,18,Female,City,TV,Friday,June,Out of Stock,124.22,0
1059,Ball,Footwear,295.18,0.2,20%Off,216,Spring,59,Male,Rural,Email,Sunday,October,Out of Stock,11.8,0
1060,Gloves,Apparel,189.66,0.24,Clearance,282,Spring,40,Male,City,Email,Tuesday,October,Low Stock,81.69,0
1061,Gloves,Apparel,137.57,0.31,SeasonalSale,449,Spring,51,Female,City,Email,Friday,April,Low Stock,208.29,0
1062,Bag,Footwear,247.26,0.02,None,384,Summer,35,Female,Rural,TV,Sunday,March,In Stock,179.11,0
1063,Shoe,Footwear,190.5,0.24,Buy1Get1,13,Fall,27,Female,City,TV,Saturday,May,Low Stock,203.46,1
1064,Bag,Accessories,51.14,0.34,20%Off,440,Summer,36,Female,Rural,Email,Wednesday,July,Low Stock,72.69,1
1065,Shorts,Apparel,101.24,0.19,SeasonalSale,450,Fall,53,Female,Suburban,Online,Thursday,February,In Stock,98.89,1
1066,Hat,Accessories,92.89,0.45,None,175,Fall,50,Female,Rural,Social Media,Wednesday,June,In Stock,244.02,1
1067,Shirt,Equipment,127.73,0.21,20%Off,181,Winter,26,Female,Suburban,TV,Tuesday,February,Out of Stock,215.01,1
1068,Gloves,Equipment,73.63,0.2,None,397,Winter,22,Male,City,Email,Wednesday,July,Low Stock,68.35,0
1069,Shirt,Apparel,278.05,0.28,None,450,Summer,36,Female,Rural,TV,Friday,February,Low Stock,97.81,0
1070,Ball,Footwear,236.02,0.04,Buy1Get1,46,Fall,39,Female,City,TV,Friday,June,Out of Stock,99.57,1
1071,Shirt,Equipment,261.75,0.04,None,302,Spring,18,Male,Rural,TV,Tuesday,November,Out of Stock,271.57,1
1072,Hat,Equipment,252.72,0.28,Clearance,210,Summer,41,Female,City,Online,Wednesday,November,In Stock,275.22,0
1073,Gloves,Apparel,119.9,0.04,None,360,Winter,41,Female,Rural,TV,Sunday,October,Out of Stock,28.41,1
1074,Shorts,Accessories,13.21,0.15,Clearance,431,Fall,62,Female,Rural,Social Media,Saturday,February,Out of Stock,248.45,0
1075,Shorts,Footwear,144.57,0.09,None,165,Fall,42,Female,City,In-Store,Friday,June,Out of Stock,255.63,1
1076,Hat,Equipment,231.08,0.32,20%Off,118,Spring,30,Female,Suburban,Email,Sunday,April,Out of Stock,201.01,1
1077,Gloves,Footwear,202.02,0.04,SeasonalSale,402,Summer,42,Female,Suburban,Email,Saturday,July,Out of Stock,277.55,1
1078,Ball,Footwear,128.43,0.11,Clearance,206,Summer,60,Female,Suburban,Email,Wednesday,September,Out of Stock,157.64,0
1079,Ball,Apparel,65.08,0.31,Clearance,379,Summer,19,Male,Rural,TV,Friday,January,Low Stock,147.8,0
1080,Shorts,Apparel,34.32,0.28,SeasonalSale,10,Winter,19,Male,Rural,TV,Friday,August,Out of Stock,197.95,1
1081,Gloves,Accessories,294.97,0.13,20%Off,344,Fall,62,Male,City,TV,Tuesday,July,In Stock,185.91,1
1082,Shorts,Equipment,110.04,0.43,20%Off,245,Summer,18,Male,Suburban,In-Store,Wednesday,July,In Stock,103.4,1
1083,Hat,Footwear,135.18,0.23,Buy1Get1,60,Fall,42,Male,City,Email,Thursday,February,In Stock,213.37,0
1084,Shirt,Footwear,133.15,0.25,None,190,Spring,21,Male,City,TV,Thursday,October,In Stock,245.96,0
1085,Gloves,Accessories,56.6,0.39,Clearance,153,Summer,42,Male,Rural,TV,Wednesday,May,In Stock,99.58,0
1086,Bag,Accessories,84.95,0.22,Clearance,91,Spring,46,Male,City,TV,Saturday,August,In Stock,74.09,0
1087,Ball,Apparel,152.2,0.01,Clearance,486,Fall,37,Male,City,TV,Wednesday,August,In Stock,145.16,0
1088,Shirt,Accessories,126.5,0.0,SeasonalSale,261,Spring,48,Female,Suburban,TV,Thursday,August,Out of Stock,31.36,0
1089,Shirt,Equipment,23.93,0.39,20%Off,471,Summer,57,Female,Rural,Online,Tuesday,January,Out of Stock,35.49,1
1090,Shoe,Apparel,82.86,0.2,20%Off,421,Summer,36,Male,Suburban,TV,Sunday,September,Low Stock,286.28,0
1091,Gloves,Apparel,77.14,0.19,20%Off,60,Spring,49,Female,Rural,Online,Monday,June,Low Stock,297.55,1
1092,Shirt,Apparel,177.51,0.21,SeasonalSale,162,Summer,38,Female,Rural,Social Media,Sunday,September,In Stock,132.03,1
1093,Shoe,Accessories,16.68,0.08,Clearance,484,Winter,37,Male,City,In-Store,Tuesday,February,Out of Stock,202.92,0
1094,Gloves,Accessories,255.57,0.45,20%Off,256,Fall,56,Male,Suburban,Online,Wednesday,January,In Stock,110.63,0
1095,Hat,Footwear,45.09,0.31,Clearance,371,Fall,22,Female,City,Online,Thursday,October,Out of Stock,18.47,1
1096,Shirt,Accessories,135.52,0.01,20%Off,338,Spring,32,Female,City,Online,Thursday,May,Out of Stock,274.26,0
1097,Shorts,Apparel,180.36,0.28,SeasonalSale,111,Spring,62,Female,Rural,In-Store,Friday,March,Low Stock,30.5,1
1098,Ball,Equipment,60.82,0.12,Clearance,305,Winter,58,Male,Suburban,In-Store,Sunday,April,Out of Stock,222.58,0
1099,Shoe,Footwear,15.57,0.32,Buy1Get1,251,Fall,45,Male,Rural,Social Media,Monday,May,Low Stock,31.86,1
1100,Ball,Accessories,279.23,0.42,20%Off,143,Winter,54,Female,Rural,Online,Wednesday,March,Out of Stock,150.8,0
1101,Bag,Equipment,112.88,0.3,Buy1Get1,340,Winter,18,Male,Suburban,Online,Saturday,June,Out of Stock,288.56,0
1102,Shirt,Footwear,167.71,0.42,Clearance,17,Winter,24,Female,City,In-Store,Friday,November,In Stock,162.24,1
1103,Ball,Accessories,288.59,0.46,Buy1Get1,83,Summer,61,Male,Suburban,Online,Saturday,August,Low Stock,235.06,1
1104,Shoe,Accessories,122.23,0.39,Clearance,277,Fall,25,Female,Rural,Online,Tuesday,August,In Stock,73.21,0
1105,Shirt,Apparel,250.51,0.47,None,393,Fall,26,Female,Rural,In-Store,Tuesday,January,Out of Stock,41.79,1
1106,Gloves,Accessories,200.27,0.47,None,299,Summer,61,Female,Suburban,Email,Sunday,October,Out of Stock,235.85,1
1107,Shorts,Footwear,234.29,0.06,Clearance,469,Summer,33,Male,Suburban,In-Store,Sunday,April,Out of Stock,223.6,0
1108,Gloves,Footwear,86.77,0.03,Buy1Get1,343,Fall,26,Male,Suburban,In-Store,Sunday,July,Low Stock,156.65,0
1109,Bag,Footwear,51.71,0.18,Buy1Get1,368,Fall,28,Male,Suburban,Online,Tuesday,September,In Stock,204.68,0
1110,Gloves,Equipment,130.27,0.39,SeasonalSale,227,Winter,39,Male,Rural,TV,Sunday,June,Low Stock,108.95,0
1111,Bag,Accessories,222.22,0.0,SeasonalSale,312,Spring,57,Female,Rural,TV,Sunday,August,Out of Stock,205.35,0
1112,Shorts,Apparel,155.64,0.27,20%Off,284,Summer,21,Male,Rural,In-Store,Thursday,July,Out of Stock,135.88,0
1113,Shoe,Equipment,127.49,0.21,SeasonalSale,54,Spring,25,Female,Rural,Online,Monday,January,Out of Stock,261.07,0
1114,Shoe,Equipment,64.35,0.41,None,253,Fall,55,Female,Rural,In-Store,Thursday,January,In Stock,129.18,1
1115,Shorts,Equipment,295.7,0.22,None,442,Fall,46,Male,Rural,TV,Sunday,December,Low Stock,80.01,1
1116,Shoe,Footwear,177.96,0.3,SeasonalSale,285,Summer,38,Female,City,TV,Tuesday,August,In Stock,131.63,0
1117,Shoe,Equipment,294.03,0.3,SeasonalSale,7,Fall,26,Male,City,Email,Monday,December,Low Stock,85.3,0
1118,Shorts,Accessories,78.5,0.03,20%Off,476,Winter,63,Male,Rural,Social Media,Friday,May,Low Stock,118.88,0
1119,Shorts,Apparel,233.96,0.39,None,423,Winter,55,Female,City,Online,Saturday,November,Low Stock,199.97,1
1120,Gloves,Footwear,108.25,0.19,SeasonalSale,202,Fall,22,Male,City,Online,Tuesday,December,Low Stock,20.48,1
1121,Shirt,Apparel,163.93,0.45,SeasonalSale,85,Summer,45,Male,Rural,TV,Monday,January,Out of Stock,139.86,0
1122,Shorts,Equipment,290.36,0.3,SeasonalSale,73,Summer,46,Male,Suburban,Social Media,Saturday,March,In Stock,169.11,0
1123,Shoe,Equipment,53.67,0.02,SeasonalSale,339,Summer,33,Female,Suburban,Online,Saturday,April,Low Stock,139.82,1
1124,Shirt,Accessories,230.42,0.4,20%Off,420,Spring,49,Female,Rural,Email,Thursday,March,Out of Stock,65.25,0
1125,Bag,Apparel,143.47,0.5,20%Off,205,Summer,62,Male,City,TV,Friday,September,In Stock,162.63,0
1126,Bag,Apparel,23.84,0.38,Buy1Get1,32,Fall,28,Male,City,Social Media,Tuesday,December,In Stock,158.73,1
1127,Ball,Equipment,91.39,0.27,Clearance,75,Winter,29,Male,Suburban,In-Store,Friday,June,In Stock,110.46,1
1128,Shorts,Footwear,42.05,0.39,Buy1Get1,376,Fall,59,Female,Rural,In-Store,Sunday,March,Low Stock,281.29,0
1129,Ball,Footwear,104.94,0.01,Clearance,68,Fall,50,Female,City,In-Store,Sunday,July,Out of Stock,292.23,1
1130,Shirt,Apparel,81.76,0.27,Clearance,364,Spring,21,Male,Rural,TV,Tuesday,April,Out of Stock,140.53,1
1131,Gloves,Footwear,189.22,0.26,Buy1Get1,440,Spring,62,Female,City,Online,Sunday,March,Low Stock,18.58,0
1132,Shorts,Apparel,164.01,0.16,None,117,Winter,47,Male,Suburban,Email,Sunday,January,Low Stock,209.26,1
1133,Shorts,Equipment,285.33,0.16,Buy1Get1,482,Winter,20,Female,Suburban,In-Store,Tuesday,November,Out of Stock,195.04,0
1134,Ball,Apparel,135.62,0.45,20%Off,430,Fall,51,Male,Rural,TV,Thursday,January,Low Stock,148.36,0
1135,Shoe,Equipment,195.74,0.07,Buy1Get1,27,Winter,26,Female,Rural,Email,Monday,June,Low Stock,242.31,1
1136,Shorts,Equipment,70.67,0.39,SeasonalSale,163,Winter,34,Male,City,Social Media,Sunday,June,Out of Stock,164.17,0
1137,Shorts,Apparel,242.85,0.35,Buy1Get1,173,Fall,43,Male,Rural,Social Media,Tuesday,October,In Stock,299.35,0
1138,Bag,Apparel,39.11,0.4,20%Off,334,Winter,59,Female,Suburban,Email,Monday,November,In Stock,135.69,0
1139,Shirt,Footwear,233.53,0.08,None,487,Spring,30,Male,Suburban,In-Store,Sunday,October,In Stock,71.12,0
1140,Ball,Accessories,34.45,0.21,Clearance,349,Summer,44,Male,Suburban,Online,Thursday,July,Out of Stock,94.21,1
1141,Bag,Equipment,123.2,0.13,20%Off,89,Summer,31,Female,Suburban,Online,Friday,May,Out of Stock,142.16,0
1142,Hat,Accessories,139.44,0.27,None,176,Winter,27,Male,City,Online,Tuesday,July,Low Stock,156.45,1
1143,Shorts,Apparel,127.59,0.19,Clearance,206,Fall,44,Female,Rural,TV,Sunday,April,In Stock,153.57,0
1144,Gloves,Equipment,112.89,0.47,Clearance,449,Winter,38,Female,Rural,Online,Monday,February,In Stock,69.06,0
1145,Shirt,Footwear,278.2,0.32,None,415,Spring,53,Male,Suburban,Email,Tuesday,September,Low Stock,239.66,0
1146,Bag,Accessories,66.46,0.12,Buy1Get1,293,Summer,26,Female,Rural,Social Media,Wednesday,October,Out of Stock,118.6,0
1147,Shorts,Footwear,104.98,0.29,Clearance,288,Spring,24,Female,City,Email,Tuesday,June,In Stock,47.57,1
1148,Bag,Apparel,253.51,0.18,SeasonalSale,483,Summer,19,Male,City,Online,Sunday,July,Low Stock,60.91,0
1149,Shoe,Apparel,12.57,0.0,None,185,Spring,47,Female,Suburban,In-Store,Thursday,April,Out of Stock,92.79,1
1150,Bag,Accessories,95.14,0.25,Clearance,348,Fall,43,Female,Suburban,Social Media,Monday,September,Out of Stock,210.77,1
1151,Shorts,Footwear,58.93,0.12,Buy1Get1,462,Winter,47,Female,Rural,Online,Monday,March,In Stock,55.89,0
1152,Hat,Equipment,282.95,0.32,20%Off,140,Summer,59,Female,Suburban,Online,Monday,February,Out of Stock,200.08,1
1153,Shoe,Footwear,183.95,0.17,None,232,Winter,32,Male,City,TV,Friday,October,Out of Stock,162.01,0
1154,Gloves,Footwear,123.37,0.43,None,55,Fall,46,Male,Suburban,In-Store,Saturday,May,Low Stock,198.74,1
1155,Bag,Footwear,169.28,0.06,Buy1Get1,479,Spring,58,Female,Suburban,In-Store,Wednesday,July,Out of Stock,113.38,1
1156,Hat,Footwear,97.71,0.22,SeasonalSale,26,Winter,38,Female,Rural,TV,Friday,December,Out of Stock,191.05,1
1157,Gloves,Footwear,139.29,0.3,20%Off,123,Spring,24,Male,City,In-Store,Friday,February,In Stock,270.97,0
1158,Hat,Apparel,298.55,0.38,Clearance,297,Summer,34,Female,City,Email,Sunday,October,Out of Stock,299.66,0
1159,Shorts,Accessories,260.77,0.3,None,178,Summer,56,Male,Suburban,Email,Wednesday,March,In Stock,275.81,0
1160,Gloves,Accessories,84.0,0.43,Buy1Get1,335,Summer,37,Male,Suburban,Email,Wednesday,October,Out of Stock,79.42,0
1161,Bag,Footwear,244.58,0.3,Clearance,107,Spring,34,Female,Suburban,TV,Sunday,December,In Stock,238.67,1
1162,Hat,Equipment,141.3,0.17,Clearance,154,Fall,48,Male,Rural,Online,Sunday,October,Out of Stock,224.95,1
1163,Hat,Footwear,145.91,0.43,SeasonalSale,87,Fall,41,Male,Suburban,TV,Thursday,June,Low Stock,203.11,1
1164,Gloves,Equipment,11.53,0.06,SeasonalSale,86,Fall,44,Male,Suburban,In-Store,Friday,November,In Stock,299.72,1
1165,Bag,Apparel,54.99,0.3,20%Off,192,Summer,59,Male,City,TV,Wednesday,January,Low Stock,13.17,0
1166,Hat,Equipment,156.57,0.01,None,143,Spring,33,Female,Suburban,Social Media,Tuesday,April,Out of Stock,212.49,1
1167,Hat,Equipment,52.38,0.38,Clearance,171,Fall,52,Male,Suburban,TV,Tuesday,May,In Stock,22.52,0
1168,Ball,Accessories,189.52,0.48,None,49,Spring,48,Female,Suburban,TV,Friday,June,In Stock,66.89,1
1169,Shirt,Accessories,125.69,0.23,Buy1Get1,471,Spring,50,Male,Suburban,Social Media,Friday,July,Low Stock,64.25,1
1170,Shoe,Footwear,34.96,0.46,None,201,Spring,32,Male,Rural,Email,Saturday,February,Out of Stock,111.45,0
1171,Bag,Accessories,203.18,0.04,SeasonalSale,449,Winter,26,Male,Suburban,Email,Tuesday,September,Low Stock,262.06,1
1172,Bag,Footwear,162.97,0.39,Clearance,30,Fall,50,Male,Rural,Social Media,Sunday,August,Out of Stock,194.35,0
1173,Hat,Apparel,79.17,0.25,Clearance,192,Winter,63,Male,Rural,In-Store,Friday,March,Low Stock,141.82,1
1174,Shoe,Apparel,48.38,0.14,Clearance,369,Winter,64,Male,Suburban,TV,Monday,December,Out of Stock,83.93,1
1175,Shoe,Equipment,174.06,0.05,Clearance,431,Summer,43,Female,Suburban,Email,Saturday,April,In Stock,268.77,0
1176,Ball,Apparel,186.43,0.48,None,334,Spring,28,Male,Rural,TV,Monday,October,Out of Stock,118.64,1
1177,Hat,Apparel,90.98,0.29,None,256,Spring,45,Male,Suburban,TV,Monday,June,Low Stock,51.07,0
1178,Shorts,Equipment,253.19,0.12,SeasonalSale,479,Winter,23,Male,Suburban,Social Media,Thursday,September,In Stock,96.98,1
1179,Shoe,Equipment,77.43,0.31,None,76,Fall,54,Female,City,Social Media,Monday,July,Out of Stock,181.34,0
1180,Shoe,Accessories,164.88,0.2,SeasonalSale,459,Summer,33,Female,Rural,Social Media,Sunday,January,Out of Stock,181.56,1
1181,Ball,Accessories,75.91,0.06,Buy1Get1,231,Fall,32,Female,Rural,TV,Thursday,January,In Stock,152.91,1
1182,Hat,Apparel,287.02,0.24,Clearance,169,Fall,43,Male,City,Online,Monday,August,Low Stock,183.87,1
1183,Bag,Apparel,180.27,0.08,Buy1Get1,414,Fall,18,Male,City,TV,Monday,June,Out of Stock,10.49,0
1184,Bag,Apparel,182.21,0.43,SeasonalSale,261,Fall,26,Male,City,In-Store,Wednesday,February,Out of Stock,209.03,1
1185,Bag,Accessories,231.58,0.21,SeasonalSale,444,Spring,36,Female,City,In-Store,Wednesday,October,Out of Stock,213.86,0
1186,Hat,Accessories,252.21,0.17,20%Off,260,Summer,31,Male,Suburban,Online,Thursday,September,Out of Stock,225.67,0
1187,Bag,Footwear,187.96,0.48,SeasonalSale,116,Spring,33,Female,Rural,Social Media,Thursday,March,Low Stock,182.86,0
1188,Gloves,Equipment,11.93,0.01,SeasonalSale,340,Winter,22,Female,City,Email,Saturday,October,Low Stock,112.34,1
1189,Hat,Apparel,51.7,0.38,Buy1Get1,93,Winter,31,Male,Suburban,Social Media,Sunday,April,In Stock,157.62,0
1190,Bag,Accessories,224.9,0.27,None,494,Spring,49,Female,Rural,Email,Saturday,April,Low Stock,252.08,0
1191,Hat,Accessories,251.68,0.19,20%Off,431,Fall,62,Male,City,Email,Saturday,May,In Stock,297.75,0
1192,Bag,Apparel,232.23,0.15,20%Off,88,Fall,57,Female,Rural,Online,Monday,August,In Stock,105.33,1
1193,Hat,Footwear,285.02,0.31,SeasonalSale,64,Winter,29,Female,Rural,In-Store,Sunday,November,In Stock,115.67,0
1194,Shorts,Accessories,114.12,0.04,SeasonalSale,361,Fall,29,Female,City,Email,Tuesday,May,Low Stock,293.51,0
1195,Shirt,Equipment,91.09,0.43,None,194,Winter,36,Male,Suburban,Online,Tuesday,March,In Stock,90.06,1
1196,Shirt,Apparel,80.43,0.44,Clearance,390,Winter,46,Female,City,TV,Monday,December,Out of Stock,156.26,1
1197,Gloves,Accessories,50.12,0.5,None,373,Fall,48,Male,City,Social Media,Thursday,November,Out of Stock,50.54,1
1198,Gloves,Apparel,82.97,0.39,None,305,Spring,40,Male,Suburban,In-Store,Thursday,April,Out of Stock,139.48,1
1199,Hat,Footwear,123.49,0.35,SeasonalSale,281,Spring,60,Male,Rural,In-Store,Sunday,April,In Stock,91.39,1
1200,Ball,Apparel,106.34,0.39,None,15,Spring,40,Female,City,Email,Friday,December,In Stock,186.1,0
1201,Bag,Apparel,283.28,0.23,Clearance,395,Winter,53,Male,Suburban,Online,Monday,October,Low Stock,164.28,0
1202,Hat,Equipment,31.49,0.29,20%Off,185,Fall,21,Male,City,Social Media,Monday,January,Low Stock,25.98,1
1203,Shirt,Apparel,237.77,0.22,SeasonalSale,283,Winter,22,Female,City,Social Media,Friday,January,Out of Stock,135.72,0
1204,Shorts,Apparel,38.04,0.07,SeasonalSale,275,Winter,60,Male,Suburban,Online,Thursday,February,Out of Stock,93.9,0
1205,Bag,Accessories,206.12,0.43,Buy1Get1,104,Winter,34,Female,City,Online,Monday,November,In Stock,129.1,0
1206,Shirt,Equipment,253.54,0.49,20%Off,165,Winter,57,Male,City,Email,Monday,June,Out of Stock,160.13,0
1207,Gloves,Equipment,97.08,0.35,Buy1Get1,247,Fall,36,Male,Rural,Email,Wednesday,November,In Stock,290.57,0
1208,Shorts,Footwear,280.99,0.35,Buy1Get1,476,Winter,49,Male,Suburban,Online,Monday,March,In Stock,191.16,1
1209,Gloves,Accessories,109.12,0.34,None,161,Spring,63,Female,Suburban,TV,Tuesday,November,Low Stock,252.67,0
1210,Gloves,Apparel,234.65,0.32,Clearance,382,Fall,40,Female,City,Social Media,Saturday,June,In Stock,53.53,0
1211,Bag,Apparel,111.77,0.24,Clearance,198,Winter,34,Male,Rural,TV,Friday,January,Out of Stock,263.78,1
1212,Shorts,Footwear,21.99,0.16,20%Off,166,Winter,31,Female,Suburban,Online,Friday,November,Low Stock,41.24,0
1213,Shoe,Apparel,299.22,0.15,Buy1Get1,427,Spring,42,Male,Suburban,Social Media,Tuesday,January,Out of Stock,291.81,1
1214,Gloves,Footwear,219.87,0.27,Buy1Get1,342,Summer,30,Male,City,Email,Friday,June,In Stock,86.48,0
1215,Bag,Footwear,133.4,0.37,Buy1Get1,330,Spring,64,Female,Rural,TV,Tuesday,January,Out of Stock,26.11,0
1216,Shoe,Equipment,299.63,0.08,Clearance,150,Winter,53,Male,City,Online,Wednesday,May,Low Stock,88.6,0
1217,Hat,Equipment,189.88,0.14,None,16,Spring,24,Female,Suburban,TV,Thursday,August,Out of Stock,160.75,0
1218,Shoe,Footwear,212.11,0.02,None,487,Spring,63,Male,Suburban,TV,Friday,September,In Stock,297.77,1
1219,Gloves,Equipment,148.59,0.06,Buy1Get1,25,Summer,48,Male,City,Email,Wednesday,July,Low Stock,261.79,0
1220,Shoe,Footwear,197.12,0.26,20%Off,45,Spring,38,Female,Rural,Social Media,Saturday,July,In Stock,215.12,1
1221,Shirt,Equipment,37.11,0.02,None,347,Spring,43,Male,Rural,Social Media,Sunday,August,In Stock,42.48,1
1222,Hat,Footwear,283.52,0.34,SeasonalSale,173,Winter,52,Female,Rural,In-Store,Sunday,January,In Stock,63.19,1
1223,Ball,Footwear,84.62,0.28,Buy1Get1,211,Winter,30,Female,Rural,TV,Thursday,November,Low Stock,261.77,1
1224,Ball,Equipment,194.69,0.2,20%Off,438,Fall,27,Male,Suburban,TV,Saturday,February,Out of Stock,146.58,0
1225,Shorts,Equipment,278.01,0.44,Clearance,109,Summer,58,Female,City,TV,Thursday,July,Low Stock,259.25,1
1226,Ball,Equipment,252.94,0.49,20%Off,233,Summer,55,Female,City,Email,Wednesday,December,Low Stock,197.56,0
1227,Bag,Apparel,131.36,0.16,Clearance,9,Fall,62,Male,City,In-Store,Monday,February,Low Stock,70.25,0
1228,Shirt,Equipment,227.91,0.16,Buy1Get1,287,Spring,59,Male,Suburban,Social Media,Wednesday,April,Out of Stock,200.75,0
1229,Shorts,Footwear,234.57,0.44,Buy1Get1,326,Fall,34,Male,Rural,Social Media,Friday,March,In Stock,105.43,1
